Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],G. calida [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%],Foram plankt oth [%],Foram plankt [#],Sample comment (Author or institute)
DI194,12174-15,31.0933,-21.17,,-4938,0,1.7,9.5,2.6,0,0.4,0,0,0.3,0.1,3.9,16.1,3.5,5.6,3.1,0.4,0,0.8,0.1,2.1,0,0,0,0,38.8,0,3.5,1.4,0.5,0.1,3.1,0,3.1,0,0.7,0,0.4,0.4,1.6,7.2,766,"Jane Swallow, IOS"
DI194,5594A,41.05,-12.9667,,-5324,0,0,22.7,1.7,0,0,0,0,0,0,3.7,13.2,0,0.3,18.2,0.6,0,0,1.1,20.1,0,0,1.4,0,9.3,0,0.6,0,0.3,0,3.1,2.5,5.6,0,1.1,0,0.6,1.7,18.4,0.4,356,"Jane Swallow, IOS"
DI194,5596A,40.8833,-13.1333,,-5333,0,0.3,22.6,0.6,0,0,0,0,0,0,0.9,11.9,0.6,0.3,16.9,1.2,0,0,1.9,23.6,0,0,2.2,0,6.1,0,0,0,1.9,0,4.2,2.5,6.7,0,1.2,0,1.2,2.8,20.8,1.5,324,"Jane Swallow, IOS"
DI194,5596W,40.8833,-13.1333,,-5333,0,1,13.5,0.7,0,0.3,0.3,0,0.7,0,0.3,3.3,0.7,2.3,30.6,1.7,0,0,0,30.9,0,0,0,0,4.3,0,0.3,0.7,0.3,0,1.3,4.3,5.6,0,3.3,0,1.7,1.3,29.5,1.4,301,"Jane Swallow, IOS"
DI194,5598A,40.7833,-13.2333,,-5331,0,1.2,16.8,1.2,0,0,0,0,0.4,0,0,7.1,0,0.8,29.4,0.8,0,0,0.4,32.4,0,0,0.8,0,5.1,0,0,0.4,0.8,0,0.4,0.6,1,0,1.4,0,0.8,1.4,31,1,494,"Jane Swallow, IOS"
FAEGAS,F1KR01,56.3198,-11.55,,-2588,0,0.3,20.9,0,0,0,0,0,0.3,0,0,15.6,0.3,0,6.7,0,0,0,0.3,45.6,6.7,0,6.7,0,0.9,0.9,0,0,0.9,0,0,0.3,0.3,0,0,0,0,0,0,0.4,328,Claude Pujol
FAEGAS,F1KR02,58.08,-10.72,,-2005,0,0,18.1,0,0,0,0,0,0,0,0,15.7,0.3,0,4.2,0,0,0,0.6,54.5,3.3,0,3.3,0,0,1.8,0,0,1.2,0,0,0.3,0.3,0,0,0,0,0,0,0,337,Claude Pujol
FAEGAS,F1KR03,60.02,-8.7298,,-1067,0,0,15.3,0,0,0,0,0,0,0,0,8.3,0,0,2.7,0,0,0,26.6,44.8,2.3,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,Claude Pujol
FAEGAS,F1KR04,61.9798,-2.5,,-1621,0,0,12.3,0,0,0,0,0,0,0,0,6.2,0,0,1.3,0,0,0,4.9,73,2.3,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,Claude Pujol
FAEGAS,F1KR07,59.25,-10.22,,-482,0,0,23.6,0,0,0,0,0,0,0,0,5.4,0,0,4.8,0,0,0,10.9,48.9,5.4,0,5.4,0,0,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.1,313,Claude Pujol
FAEGAS,F1KR10,55.5998,-14.4798,,-2216,0,0,33.3,0,0,0,0,0,0.6,0,0.9,9.7,0.3,0,4.6,0,0,0,1.2,43.9,3.6,0,3.6,0,0,0,0,0,0.9,0,0,0.9,0.9,0,0,0,0,0,0,0.1,330,Claude Pujol
FAEGAS,F1KR11,51.4798,-17.68,,-4654,0,0.3,19.5,0,0,0,0,0,0.6,0,0.6,12.9,0.3,0,9.9,0,0,0,0.3,50.7,0.3,0,0.3,0,0,0,0,0,1.8,0,0,1.8,1.8,0,0.6,0,0,0,0,0.4,332,Claude Pujol
FAEGAS,F1KR12,50.15,-17.37,,-4787,0,0,21.2,0,0,0,0,0,0,0,1.8,7.2,0,0,9.3,0,0,0,0,56.6,0.6,0,0.6,0,0.6,0,0,0,0.6,0,0.6,1.5,2.1,0,0,0,0,0,0,0,335,Claude Pujol
FAEGAS,F1KS01,54.7,-12.7798,,-2885,0,0.3,14.2,0,0,0,0,0,0,0,0,13,0,0,5.9,0,0,0,0.6,62.1,1.5,0,1.5,0,0,0.6,0,0,0.3,0,0,0.9,0.9,0,0.3,0,0,0,0,0.4,324,Claude Pujol
FAEGAS,F1KS02,55.5498,-12.4498,,-2783,0,0,20.1,0,0,0,0,0,0,0,0,15.2,0,0,4.9,0,0,0,0.6,52.4,3.3,0,3.3,0,0.3,0.9,0,0,1.2,0,0,0,0,0,0.6,0,0,0,0,0.5,328,Claude Pujol
FAEGAS,F1KS10,59.5,-8.93,,-1366,0,0,16.5,0,0,0,0,0,0,0,0,13.8,0.3,0,2.7,0,0,0,0.7,56.2,8.7,0,8.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,297,Claude Pujol
FAEGAS,F1KS29,58.63,-12.05,,-1655,0,0,14.7,0,0,0,0,0,0,0,0,15,0.3,0,6.5,0,0,0,1,53.3,4.9,0,4.9,0,0,0.3,0,0,2.9,0,0.3,0,0.3,0,0.6,0,0,0,0,0.2,306,Claude Pujol
FAEGAS,F1KS34,56.52,-13.25,,-2300,0,0,25.4,0,0,0,0,0,0,0,0,12.2,0,0,3.5,0,0,0,0,40.5,16.7,0,16.7,0,0,1.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.1,311,Claude Pujol
FAEGAS,F1KS39,54.63,-16.35,,-2209,0,0,29.2,0,0,0,0,0,0,0,0,10.5,0.6,0,5.1,0,0,0,0.3,47,5.1,0,5.1,0,0.3,0,0,0,1.2,0,0,0.3,0.3,0,0.3,0,0,0,0,0.1,332,Claude Pujol
FAEGAS,F1KS40,53.93,-16.37,,-2492,0,0,15.4,0,0,0,0,0,0,0,0,15.1,0.6,0,8.3,0,0,0,1.3,49.4,4.8,0,4.8,0,0.3,1.3,0,0,2.9,0,0,0,0,0,0.6,0,0,0,0,0,312,Claude Pujol
FAEGAS,F1KS45,49.15,-17.77,,-4000,0,0,25.1,0,0,0,0,0,0.3,0,0,10.8,0.6,0,6.3,0,0,0,3.9,41.8,3.6,0,3.6,0,0.6,1.2,0,0,4.8,0,0.3,0.6,0.9,0,0,0,0,0,0,0.1,335,Claude Pujol
FAEGAS,F1KS47,48.2,-15.92,,-4207,0,0.3,17.6,0,0,0,0,0,0.3,0,1.9,7.8,1.1,0,17.9,0,0,0,6.7,28.7,3.9,0,3.9,0,2.5,1.1,0,0,3.9,0,0.8,4.4,5.2,0,0.8,0,0,0,0,0.3,361,Claude Pujol
FAEGAS,F2KR01,52.2798,-35.25,,-3886,0,0,45,0,0,0,0,0,0,0,0,6.7,0,0,3,0,0,0,5.3,18,20.7,0,20.7,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,300,Claude Pujol
FAEGAS,F2KR03,57.933,-29.0133,23/07/1977,-2215,0,0,43.3,0,0,0,0,0,0,0,0,17.3,0,0,3.7,0,0,0,0.7,31,0,0,3.3,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,31,0,300,Claude Pujol
FAEGAS,F2KR07,66.5998,-12.4498,,-1429,0,0,4.3,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,84,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,Claude Pujol
France_Mix,GBA7207,45.367,-5.333,,-3950,0,0,20.1,0,0,0,0,0,0,0,0,8.6,0,2.9,0,0,0,0,0,55.5,0,3.9,3.9,0,4.3,0,0,0,1.7,0,0,1,1,0,2.2,0,0,0,0,2.5,285,"Jörn Thiede, AWI"
France_Mix,GBA7211,45.0998,-7.933,,-4400,0,0.6,12.3,0,0,0,0,0,0.3,1.5,0,9.1,0,0.9,0,0,0,0,0,62.3,0,5.1,5.1,0,3.4,0,0,0,0.6,0,0,1.2,1.2,0,1.2,0,0,0,0,2.3,320,"Jörn Thiede, AWI"
GEOGAS,BA72101,47.4668,-8.567,,-2133,0,0,22.8,0,0,0,0,0,0,0,0,5.4,0,0.7,0,0,0,0,0,46.4,0,13.5,13.5,0,2.3,0,0,0,5,0,0,0.8,0.8,0,1.1,0,0,0,0,2.6,260,"Jörn Thiede, AWI"
GEOGAS,BA72108,46.6668,-8.967,,-4285,0,0.8,14.3,0,0,0,0,0,0,0,0,13.9,0,3.2,0,0,0,0,0,57.6,0,3,2.9,0,1.7,0,0.3,0,2.4,0,0,0.8,0.8,0,0.7,0,0,0,0,4.4,385,"Jörn Thiede, AWI"
GEOGAS,CH6709,46.2668,-4.5998,,-1975,0,0.6,16.2,0,0,0,0,0,0,0,0,4.9,0,0,8.1,0,0,0,1.5,49.9,0,0,0,0,6.4,1.5,0,0,0.9,0,0,1.7,1.7,0,8.4,0,0,0,0,0,346,Gif-sur-Yvette
GEOGAS,CH69-28,45.367,-5.333,,-3900,0,0,9.8,0,0,0,0,0,0,0,0,6.9,0,3.1,0,0,0,0,0,50.3,0,0,3.4,0,27.5,0,0,0,0.6,0,0,0.6,0.6,0,0.8,0,0,0,0,0,493,Gif-sur-Yvette
GEOGAS,CH69-69,43.8333,-4.5,,-2075,0,0.4,15.4,0,0,0,0,0,0,0,0,2.2,0,3,0,0,0,0,0,66.8,0,3.4,3.4,0,3,0,0.4,0,1.1,0,0,0.7,0.7,0,4.5,0,0.7,2.3,64.6,1.3,273,"Jörn Thiede, AWI"
GEOGAS,GEKR01,47.63,-8.4798,,-1925,0,1,29,0.6,0,0,0,0,0,0,0,5,0.3,0,7.1,0,0,0,1.2,42.9,6.4,0,6.4,0,1.6,0.9,0,0,2.5,0,0,0.9,0.9,0,0.6,0,0,0,0,0,321,Claude Pujol
GEOGAS,GEKR03,46.77,-8.68,,-3746,0,0.6,13,0,0,0,0,0,0.6,0,0,8.4,0,0,10.4,0,0,0,0.3,58.3,0.3,0,0.3,0,2,1.2,0,0,0.6,0,0,2,2,0,2.3,0,0,0,0,0,345,Claude Pujol
GEOGAS,GEKS01,47.47,-8.5698,,-2160,0,0.6,20.1,0,0,0,0,0,0,0,0,2.3,0.3,0,9.3,0,0,0,0.9,53.9,3.5,0,3.5,0,3.2,2.3,0,0,1.5,0,0,1.5,1.5,0,0.6,0,0,0,0,0,346,Claude Pujol
GEOGAS,GEKS04,46.9198,-8.0798,,-4400,0,0.6,13.1,0,0,0,0,0,0.3,0,0,4.3,0,0,11,0,0,0,0.3,60.7,0,0,0.6,0,1.8,1.5,0,0,1.5,0,0.3,1.5,1.8,0,2.4,0,0,0,0,0.1,328,Gif-sur-Yvette
GEOGAS,GEKS06,47.0498,-8.77,,-4370,0,0.3,10.9,0,0,0,0,0,0.6,0,0,7.9,0,0,7.9,0,0,0,0.9,59.6,0,0,0,0,2.9,2.3,0,0,1.5,0,0,2.3,2.3,0,2.6,0,0,0,0,0.4,341,Claude Pujol
GEOGAS,GEKS08,46.6698,-8.9798,,-4285,0,0.6,9.3,0,0,0,0,0,0.3,0,0,3.7,0.3,0.3,8.4,0,0,0,0.3,63.4,0,0,1.5,0,2.8,1.9,0,0,2.5,0,0.3,0.6,0.9,0,4,0,0,0,0,0,323,Gif-sur-Yvette
GEOGAS,GG6501,44.38,-2.97,,-1400,0,0,14.4,0,0,0,0,0,0.3,0,0,3.4,0,0,11.6,0,0,0,4.8,48.9,1.7,0,1.7,0,10.4,1.7,0,0,0,0,0.9,0.9,1.8,0,1.1,0,0,0,0,0,355,Claude Pujol
GEOGAS,GG6603,44.08,-2.18,,-760,0,0,16.5,0,0,0,0,0,0,0,0,3.6,0,0,10.7,0,0,0,3.6,50.7,2.3,0,2.3,0,7.8,2.6,0,0,1,0,0,1,1,0,0.3,0,0,0,0,0,309,Claude Pujol
GEOGAS,GG6609,45.5698,-5,,-4490,0,0,11,0,0,0,0,0,0.3,0,0,7.7,0.9,0,11,0,0,0,1.2,46.3,0.3,0,0.3,0,11.9,1.8,0,0,0.9,0,0,0.3,0.3,0,6.5,0,0,0,0,0,337,Claude Pujol
GEOGAS,GG6709,46.27,-4.5998,,-1975,0,1.5,25,0,0,0,0,0,0.2,0,0,2.2,0,0,0,0,0,0,0,47.7,0,3.9,3.9,0,4.2,0,0,0,3.9,0,0,2,2,0,6.9,0,0,0,0,2.3,406,"Jörn Thiede, AWI"
GEOGAS,GG6711,45.9,-3.8333,,-1420,0,4,24.9,0,0,0,0,0,1.9,0,0.3,9.9,0.3,0,0.3,0,0,0,0.3,48.6,3.2,0,3.2,0,0,0,0,0,3.2,0,3.2,0,3.2,0,0,0,0,0,48.6,0,313,Claude Pujol
GEOGAS,GG6714,45.4798,-4.42,,-4220,0,0,16.1,0,0,0,0,0,0,0,0,3.5,0,0,17.1,0,0,0,0.3,57.3,0,0,0,0,0.6,1.6,0,0,1,0,0,0,0,0,2.5,0,0,0,0,0,316,Claude Pujol
GEOGAS,GG6719,45.75,-3.95,,-1800,0,0.9,16,0,0,0,0,0,0,0,0,2.6,0.9,0,16.6,0,0,0,0.9,48.7,0,0,0,0,3.5,1.5,0,0,0,0,0,0.9,0.9,0,7.6,0,0,0,0,0,343,Claude Pujol
GEOGAS,GG6730,46.77,-5.9698,,-4130,0,0.6,17.4,0,0,0,0,0,0.3,0,0,4.9,0,0,15,0,0,0,1.8,53.9,0.3,0,0.3,0,1.2,0.3,0,0,0.9,0,0,0.3,0.3,0,3.1,0,0,0,0,0,327,Claude Pujol
GEOGAS,GG6802,43.5498,-2.0198,,-600,0,1.9,32.7,0,0,0,0,0,0,0,0,3.5,0,0,18.5,0,0,0,3.1,29.6,3.8,0,3.8,0,3.1,0,0,0,1.1,0,0.4,0.4,0.8,0,1.9,0,0,0,0,0,260,Claude Pujol
GEOGAS,GG6912,46.02,-4.6998,,-2810,0,0.3,16.8,0,0,0,0,0,0,0,0,1.8,0,0,11.3,0,0,0,0.9,52,0.6,0,0.6,0,8,0.9,0,0,1.5,0,0.3,0.3,0.6,0,5,0,0,0,0,0.3,337,Claude Pujol
GEOGAS,GG6964,44.0667,-4.45,,-1680,0,1,13.3,0,0,0,0,0,0,0,0,6.2,0,0,4.9,0,0,0,13.9,45.7,3.7,0,3.7,0,5.2,0.3,0,0,0.6,0,0,1.2,1.2,0,2.8,0,1.2,0,45.7,0,319,Claude Pujol
GEOGAS,GG6969,43.83,-4.5,,-2075,0,0.6,14.5,0,0,0,0,0,0.6,0,0,2.2,0,0,11.4,0,0,0,2.2,57.8,0.3,0,0.3,0,4.9,0,0,0,0,0,0,0.9,0.9,0,4.6,0,0,0,0,0,324,Claude Pujol
GEOGAS,GG7211,45.0998,-7.9298,,-4400,0,1.5,15.5,0,0,0,0,0,0,0,0,7.4,0,0,6.8,0,0,0,5,51.1,0.3,0,0.3,0,6.2,0.6,0,0,0.9,0,0,1.5,1.5,0,3.1,0,0,0,0,0.1,323,Claude Pujol
GEOGAS,GIB13,35.95,-7.5668,,-1259,0,1.7,37.8,0,0,0,0,0,0,0.7,0,2.4,0,1,0,0,0,0,0,12.8,0,0,0,0.7,25.3,0,5.3,0,5.3,0,0,1.4,1.4,0,3.1,0,0,0,0,3.4,282,"Jörn Thiede, AWI"
GESTATLANTE,G5KP67,37.3198,-18.8298,,-3098,0,2,20.3,0,0,0.7,0,0,0,0.4,8.4,8.4,2.4,0.4,14.4,0,0,0,0,9.4,1,0,1,0.4,12.2,2.4,2.8,1,6.3,0,2.1,3.1,5.2,0,2.1,0,0,0,0,0,287,Claude Pujol
GESTATLANTE,G5KR64,42.68,-9.8298,,-2083,0,0,24.5,0,0,0,0,0,0,0,0.9,5.1,0.3,0,11.4,0,0,0,2.1,47,1.2,0,1.2,0,1.8,2.4,0,0,0.6,0,0.3,1.2,1.5,0,1.2,0,0,0,0,0,334,Claude Pujol
GESTATLANTE,G5KS62,42.6198,-9.5798,,-1031,0,1.3,24.8,0,0,0,0,0,0,0,1.2,5.3,0,0,11,0,0,0,10.3,31,6.3,0,6.3,0,1.2,0.3,0,0,3.1,0,0.6,1.2,1.8,0,2.2,0,0,0,0,0.2,319,Claude Pujol
HESPERIDES,HEKS01,40.97,-10.47,,-4200,0,1.7,28.1,0,0,0,0,0,0,0,1.7,3.6,0.7,0,12.6,0,0,0,0,41.7,0.3,0,0.3,0,2.7,0,0.3,0,1.7,0,0.3,2,2.3,0,2.7,0,0,0,0,0,302,Claude Pujol
HESPERIDES,HEKS02,40.97,-10.5298,,-3700,0,2,26,0,0,0,0,0,0,0,1,5.7,0.3,0,19.7,0,0,0,2,26,2,0,2,0,4,0,0.7,0.3,2.3,0,0.7,3.3,4,0,4,0,0,0,0,0,300,Claude Pujol
HESPERIDES,HEKS03,40.9198,-10.5798,,-4200,0,2.3,28.9,0,0,0,0,0,0,0,1.7,5.7,0.7,1,14.4,0,0,0,0,29.2,0.7,0,0.7,0,3,0,0.7,0,1,0,1,6.8,7.8,0,3.7,0,0,0,0,0,300,Claude Pujol
HESPERIDES,HEKS04,37.0998,-9.3298,,-1150,0,1,32.8,0,0,0.3,0,0,0,0,3.3,0.3,0.7,0,22,0,0,0,3.9,21,1,0,1,0,6.2,1.6,2.3,0,0.3,0,0.7,1.6,2.3,0,1,0,0,0,0,0,305,Claude Pujol
INMD,INMD-042BX,28.573,-46.357,17/11/1977,-3774,0,5,2.8,0.6,0,1.7,0.3,0,0.6,0,1.4,6.8,1.4,0,4,0.3,0.3,0,0,0,0.6,0,0.6,1.1,56.9,5.4,1.4,1.4,0.6,1.1,3.7,0.9,4.6,0,2,0,0.3,0,0,0,351,Claude Pujol
INMD,INMD-050BX,31.178,-39.682,19/11/1977,-3481,0,1.9,3.9,0.3,0,0.6,0.8,0,0,0,3.3,7.8,3.6,1.1,10.8,0.3,0,0,0,1.4,0.6,0,0.6,0.8,38.1,6.7,1.9,0.3,1.9,3,6.7,3,9.7,0,1.9,0,0.3,0,0,0.1,363,Claude Pujol
INMD,INMD-055BX,32.417,-34.093,21/11/1977,-3842,0,1.1,13,0,0,1.3,0,0,0.3,0,1.9,8.5,3.7,0.5,9.8,0,0,0,0,2.9,0.5,0,0.5,0.5,33.3,6.9,1.9,0,2.7,1.9,7.2,1.9,9.1,0,0.5,0,0,0,0,0,377,Claude Pujol
INMD,INMD-065BX,34.6198,-29.9798,,-3500,0,2.4,20.5,0.3,0,0.8,0,0,0.3,0,6,7.4,2.4,0,7.6,0,0,0,0,3.9,0.5,0,0.5,0,22.6,5.8,2.1,0.8,4.5,2.6,5,3.1,8.1,0,1.6,0,0,0,0,0,381,Claude Pujol
INMD,INMD-068BX,34.805,-28.358,25/11/1977,-2520,0,0.5,15.4,0,0,1.4,0,0,0.5,0,6.9,7.2,2.8,0.9,10.7,0,0,0,0,2.6,1.2,0,1.2,0.7,23.3,6.9,3.8,1.2,6.9,0.9,2.8,3.8,6.7,0,0.2,0,0,0,0,0.2,424,Claude Pujol
INMD,INMD-069BX,34.813,-26.195,26/11/1977,-4675,0,1.7,17.2,0,0,0.6,0,0,0,0,5.8,10,3.9,0.8,8.9,0,0,0,0,6.1,0,0,0,0.3,25.1,3.3,4.4,0.6,1.4,1.1,5,4.1,9.2,0,0.3,0,0,0,0,0,362,Claude Pujol
Leg172,172-1054B,32.9997,-76.3,20/02/1997,-1294,0,11.8,1.1,3.6,0,0.7,0.2,0,0.7,5.2,1.1,9.5,0,0,0,6.3,0.4,6.3,0,0,0,0,0,4.8,29.3,0.9,4.8,0,0.4,0,0.4,0.7,1.1,2,6.3,0,8.2,0,0,3.7,559,Lamont
Leg172,172-1055C,32.7843,-76.2863,22/02/1997,-1798,0,15.1,1.1,2.9,0,0.6,0,0.2,0.3,6.3,2.9,7.7,0.3,0,0.3,4.2,0,7.6,0,0.6,0,0,0,5.1,28.9,0.5,4.3,0,0.5,0,0.6,1.1,1.8,1.3,5.8,0,5.5,0.6,0,1.7,622,Lamont
Leg172,172-1056C,32.4852,-76.3302,24/02/1997,-2167,0,11.3,0.7,2.3,0,0,0.2,0,1.8,4.8,2.8,16,0.5,0,0.2,3,0.2,4.1,0,0.5,0,0,0,3.4,31.9,0.7,5.1,0,0.9,0.2,0.9,0.9,1.8,1.6,3.5,0,4.6,0.5,0,2.5,564,Lamont
Leg172,172-1057B,32.0289,-76.0792,26/02/1997,-2584,0,9.1,1.1,2.7,0,1.4,0,0,0.3,3.2,2.9,13.7,0.3,0,0.8,3,0.2,5.6,0,0.6,0,0,0,3.8,29.9,0.6,7,0,0.2,0,2.4,1.2,3.6,2,5.9,0,5,0.6,0,2.1,659,Lamont
Leg172,172-1058C,31.6898,-75.43,01/03/1997,-2984,0,13.9,1,2.3,0,1.3,0,0,0.7,3.1,4.6,7,2.9,0,1.5,2.3,0.2,4.2,0,0,0,0,0,4.1,29.9,0.7,3.9,0,0,0.2,6.5,1.8,8.3,1.1,3.1,0,3.4,0,0,3.7,613,Lamont
Leg172,172-1059B,31.6742,-75.4185,04/03/1997,-2985,0,12.1,2.3,2.7,0,1.3,0,0,0.4,5,5.6,13.7,1.3,0,1.4,1.4,0,3.1,0,0,0,0,0,2.7,33.1,0.4,3.8,0,0,0.7,4.9,1.4,6.3,0.2,1.6,0,1.6,0,0,0.9,556,Lamont
Leg172,172-1060B,30.7598,-74.4665,06/03/1997,-3481,0,6.4,2.4,1.5,0,1,0,0.1,0.4,0.7,6.6,12.3,3.5,0,1.7,1.1,0,1.2,0,0.3,0,0,0,3.3,36.5,1.2,5.1,0,0.2,0.9,7.7,1.3,9,0.6,1.6,0,1.7,0.3,0,2.4,980,Lamont
Leg172,172-1061D,29.9755,-73.5998,12/03/1997,-4038,0,12.1,2.4,0.5,0,2.3,0,0,0.6,1.8,6.1,6.4,4,0,2.3,1,0.2,1.6,0,0,0,0,0,3.1,30.6,1,3.4,0,0,0.3,10.6,2.4,13,0.6,4.3,0,1.6,0,0,2.4,621,Lamont
Leg172,172-1062A,28.2464,-74.407,14/03/1997,-4763,0,9.2,0.6,1.6,0,1.8,0,0,0.8,0.8,0.8,5.3,1.8,0,1.2,0.8,0.2,1.2,0,0,0,0,0,7.2,38.9,1.2,6.4,0,0,0,5.9,1.4,7.4,0.4,7.6,0,1.2,0,0,4.8,488,Lamont
M10/3,GIK23361-7,72.7795,-7.1455,19/06/1989,-2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0.2,0,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,702,Uwe Pflaumann
M10/3,GIK23362-1,72.0242,-7.5855,21/06/1989,-2520,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,0.1,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,536,Uwe Pflaumann
M10/3,GIK23363-1,70.9565,-5.5472,21/06/1989,-1730,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.3,0.5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,1097,Uwe Pflaumann
M10/3,GIK23364-6,70.482,-4.0117,21/06/1989,-2794,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,0.9,0,48.9,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,917,Uwe Pflaumann
M10/3,GIK23365-1,70.5353,-1.9928,22/06/1989,-2793,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,2.1,0,43.4,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,623,Uwe Pflaumann
M10/3,GIK23368-1,71.5952,-8.4872,30/06/1989,-1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,0.8,0,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,664,Uwe Pflaumann
M10/3,GIK23369-1,71.5978,-8.5335,02/07/1989,-1874,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0.2,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,567,Uwe Pflaumann
M10/3,GIK23370-1,71.62,-8.6775,04/07/1989,-1387,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5,0.6,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1003,Uwe Pflaumann
M10/3,GIK23371-1,71.6305,-8.6832,06/07/1989,-1244,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5,0.6,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,743,Uwe Pflaumann
M11/1,GIK17045-2,52.4483,-16.6567,07/10/1989,-3653,0,0.9,18.2,0,0,0,0,0,0.1,5.1,0,15.8,0.2,0,9,0,0,0,1.4,42,1.8,0.9,0.9,0,0.5,0,0,0,2.8,0,0,1.2,1.2,0,1,0,0,0,0,0.8,905,Uwe Pflaumann
M11/1,GIK17048-3,54.3067,-18.1767,09/10/1989,-1859,0,0,23.3,0,0,0,0,0,0,16.3,0,18.4,0.8,0,7.1,0,0,0,0.6,24.6,0,5.7,5.7,0,0,0,0,0,2.5,0,0.5,0,0.5,0,0.2,0,0,6.2,18.4,0,575,Uwe Pflaumann
M11/1,GIK17051-2,56.1617,-31.99,13/10/1989,-2314,0,0,38.4,0,0,0,0,0,0,6.2,0,16.3,0,0,2.7,0,0,0,0.9,22.3,0,12.2,12.2,0,0.1,0,0,0,0.8,0,0,0,0,0,0.1,0,0,3.2,19.1,0,656,Uwe Pflaumann
M11/1,GIK17052-4,56.4317,-33.8817,13/10/1989,-1681,0,0.2,29.7,0,0,0,0,0,0,2.7,0,8.4,0,0,2.1,0,0,0,14.4,21.8,0,20.3,20.3,0,0,0,0,0,0.3,0,0,0.2,0.2,0,0,0,0,1.8,19.9,0.1,824,Uwe Pflaumann
M11/1,GIK17054-1,48.445,-27.6967,17/10/1989,-1834,0,0.2,30.5,0,0,0.2,0,0,0,7.7,0.5,11.8,1.2,0,15.7,0,0,0,1.4,22.9,0,1.8,1.8,0,0.4,0,0,0,4.3,0,0.9,0,0.9,0,0.5,0,0,5.7,17.1,0.2,363,Uwe Pflaumann
M11/1,GIK17056-1,48.0367,-25.8967,17/10/1989,-3604,0,0.7,41.4,0,0,0,0,0,0,9.9,0,9.9,1.2,0,9.9,0,0,0,0.2,17.6,0,1.7,1.7,0,0.2,0,0,0,5.5,0,1.2,0,1.2,0,0.5,0,0,4.3,13.3,0,415,Uwe Pflaumann
M12/1,GeoB1203-2,-26.5483,5.0167,17/03/1990,-2395,0,3.5,10,3.3,0,0,1.2,0.9,0.9,7,0.9,5.8,3,0,24.1,5.5,0,0,0,4.3,0,0.3,0.3,0,9.4,0.9,5.2,0.9,3.3,0,2.1,4,6.1,0.3,2.4,0,5.8,0,4.3,0.4,406,Uwe Pflaumann
